NazwaPodmiotu;Nip;Przeważająca działalność gospodarcza
Mechanika Pojazdowa- Pomoc Drogowa;6111045339;
MECHANIKA POJAZDOWA;6111157305;
MECHANIKA POJAZDOWA;6112176144;
MECHANIX;6112491408;
MEDIAGRYZARKA;6112412171;
MEDIASPORT;6112304501;
MEDYCZNA POMOC WYJAZDOWA;8861955489;
MEGA;8981502187;
MEGA MODA;6111266767;
Mega Moda;8321812622;
MENTALNA PRACOWNIA MISTRZOSTWA SPORTOWEGO;6112524645;
MERITUM;6111285204;
METAL BOUW LAB.;7542533972;
Metal Design,;6112776387;
METALIKA -;6111842478;
METALLOY;6141332569;
METALMAG;6112231765;
METALOPLASTYKA;6112766940;
METAL-ROOF JBL -;6112804770;
METALWIZJA -;6111140115;
PLONIK PRZEDSIĘBIORSTWO HANDLOWO-PRODUKCYJNO-USŁUGOWE;;
Męski Świat;6631719092;
MG Studio Fryzur;6112644384;
MIA BELLA;6111261907;
MICH BUD;6112789674;
DOM-PRACOWNIA URBANISTYCZNA, FIRMA HANDLOWO-USŁUGOWA;6111035387;
PRZEDSIĘBIORSTWO HANDLOWE;6112298597;
AGATA PRZEDSIĘBIORSTWO HANDLOWE;6111050725;
Co tu się wyprawia;6112718875;
PEDIATRYCZNE USŁUGI MEDYCZNE;9531944603;
REHA-ACTIV;6112516232;
TRZY TROLLE;6112442893;
VITAMED;6112692779;
WSPÓLNIK SPÓŁKI CYWILNEJ P.P.H.U. UNITECH;6111188317;
P.P.H.U M.M;6112291796;
MIGDAŁ;6112581413;
TERRYS;6111710073;
FIRMA HANDLOWO-USŁUGOWA;6111802740;
FIRMA HANDLOWA;6112116604;
FIRMA RENOWACYJNA MARTYN;6111398150;
MilAna Creative & Beauty;8862666793;
CENTRUM HANDLOWE;6111069535;
GABINET REHABILITACJI MEDYCZNEJ Dr;6111022516;
MIMI ART TATTOO;6112780615;
MINI ZOO AGA;6111540292;
MINIU;6112524622;
START;6112560109;
MINO;9552351179;
MIO;6111606559;
MIROMAX;6112836793;
MIROS USŁUGI BUDOWLANE;9552393002;
MINI BAR GIROS;6111793308;
KANCELARIA RADCY PRAWNEGO;6111488284;
INDYWIDUALNA PRAKTYKA LEKARSKA;7311589493;
JELENIOGÓRSKIE CENTRUM WSPIERANIA PRZEDSIĘBIORCZOŚCI;6111006919;
AGENCJA;6112156621;
PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE ALEX;6111097916;
MISTRAL;6112421974;
Mistrz - Usługi Kominiarskie;6112690556;
USŁUGI ARCHIWALNE i UBEZPIECZENIOWE;6111357984;
Miyaspace;6112417955;
MJ Serwis Usługi ogólnoogrodnicze;6112820651;
MK;6112557314;
MK PROJEKT ARCH.;6111210666;
MKM SolarSystem -;9241802993;
MK-TECH;9251806886;
ML;6112158376;
Młyn Zbożowy Cieplice;6631671497;
FIRMA HANDLOWO-REMONTOWA;6111522325;
FIRMA HANDLOWO-USŁUGOWA KOMBUD;6112299065;
ARBUD;6111780168;
MM;6112734696;
MOBILNA FIRMA USŁUGOWA;6112358448;
Mobilny Salon Makeup Artist;7511767396;
HANDEL I.MOCZURAD;6112620254;
MODUL CONSULT;6161513038;
MOKRY NOSEK;6112825252;
PROTMEL;6111397274;
MON - BUD;6112588071;
MONALISSA AGENCJA ARTYSTYCZNO - REKLAMOWA -;6161482007;
Przedsiębiorstwo Produkcyjno Handlowo Usługowe,, Monika;6111351384;
GiftFor;8551530910;
USŁUGI PIELĘGNIARSKIE, EDUKACYJNE I ZARZĄDZANIE W OCHRONIE ZDROWIA;6111104757;
MONI-TOMI;6151897103;
MONIKA NAILS STUDIO;6151696439;
FRYZJERSTWO U MONIKI;6112145557;
PROMYK;6111464817;
Morelove;6112417168;
ZUZA;6111563100;
MORIS-JUMP;6112817689;
SPECJALISTYCZNY GABINET PEDIATRYCZNY;6111028789;
EKO-BUD FIRMA HANDLOWO-USŁUGOWA;6112278287;
MOTH;6112811149;
MOTOTECH -;7831663600;
Krzyś-Pol;6161449300;
MPD;6112762758;
REMCOR;6111369562;
FIRMA KONSULTINGOWO-IMPRESARYJNA Art GM;7811036188;
BI PROJEKT;6941512422;
MS USŁUGI OGÓLNOBUDOWLANE;6112419167;
MS WARTOŚĆ WYCENA I OBRÓT NIERUCHOMOŚCIAMI;6111550965;
MSK;6112815294;
MSO;6112685259;
MTSYSTEM;6111085497;
DOMEX;6111866183;
MAJA;6111456350;
MUFINKOWNIA;6112543884;
DEVI FIRMA PRODUKCYJNO-USŁUGOWO-HANDLOWA;6111411991;
Multiagencja Ubezpieczeniowa TWOJA POLISA;6112302548;
FIRMA HANDLOWO-USŁUGOWA;6112412656;
PREZES;6112266887;
My Happy Flowers Kwiaciarnia;6112168475;
MyManagement;6112580000;
FIRMA USŁUGOWO-HANDLOWA PROJEKT - M;6111074393;
RMY STUDIO;6141208088;
MZ MEBLE;6111292121;
NA BŁYSK;6112519963;
NA TIP-TOP;6112530338;
NAGOTI;6112823081;
NAIL ART;6112717025;
NAILS BY PATI;6131552803;
FIRMA HANDLOWA;6111179175;
FIRMA PRODUKCYJNO-HANDLOWO-USŁUGOWA SOFTNET;6111156843;
FIRMA HANDLOWO-USŁUGOWA;6112279648;
NANONI;6112635669;
FIRMA HANDLOWA;6111310646;
NAPRAWA WAG;6111049656;
NASZ DOM;6112429119;
Nata Nail;6112829758;
DZIEWIARSTWO RĘCZNE;6111085221;
NATURALEZA PRACOWNIA MASAŻU I KOSMETYKI;6112687086;
Nauczanie i tłumaczenie j. angielskiego;6111770709;
NAUKA GRY W TENISA ZIEMNEGO;6111425384;
NAUKA I TŁUMACZENIA PROJEKT - DEUTSCH;6112400340;
AGENCJA HANDLOWA GRAŃ;6111020026;
USŁUGI GEODEZYJNO - KARTOGRAFICZNE;6111073399;
N-DENT PROTETYKA;8942852322;
neo-art Adam Januszkiewicz w spadku;6111046244;
NES STUDIO -;6112754948;
NEVERREST;6112764510;
NEW YORK;6112645484;
AS BIURO RACHUNKOWO-PRAWNE;6110113027;
nfcodes -;6112809017;
WWW.OBD2.PL;6111263622;
TOM POL;6112126324;
FIRMA HANDLOWA;6112157678;
HANDEL ARTYKUŁAMI OGÓLNOSPOŻYWCZYMI I PRZEMYSŁOWYMI;6111023585;
NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ LEKARZ RODZINNY;6112039387;
NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ ONKOMED;6111452211;
Nieruchomości;6111238185;
NIERUCHOMOŚCI PARTNER;6112179355;
NIERUCHOMOŚCI DOMO;6112244963;
Nieruchomości Dudek -;6112838266;
NIERUCHOMOŚCI MAJKUT;6112556645;
Nieruchomości Perfect;6112608891;
OL - SEB - I SPÓŁKA CYWILNA TOMASZ NIEWADZISZ, MARIAN KANABROCKI;6111801114;
INDYWIDUALNA PRAKTYKA PIELĘGNIARKI ŚRODOWISKOWO-RODZINNEJ;6112193409;
PRACOWNIA PROJEKTOWA SIECI I INSTALACJI ELEKTRYCZNYCH;6110001162;
NORAB;6112420182;
NOSTERPLUS -;6112313799;
NOTARIUSZ;7671598608;
NOVA Finanse;6111414506;
NOVISBUD;6121211963;
NOVUS BARBARA MAŁGORZATA WARWASZYŃSKA;6111604394;
FIRMA PRODUKCYJNO - HANDLOWO - USŁUGOWA;6111312964;
DENIS;6112313233;
RONO;9121037739;
TRANSPORT DROGOWY TAXI;6111260204;
MADA;6111566937;
ANDA;6111203399;
FIRMA HANDLOWA;6111175243;
Nowoczesne Zarządzanie;6951316941;
AGENT UBEZPIECZENIOWY;6141181521;
Nowy Format;6112715078;
NS Lab;6112469366;
NTR Polska;6112295707;
FIRMA USŁUGOWO HANDLOWA;6111696479;
Nykiel Architektura;8951737081;
KLUB DLA PIESKÓW i TATTOO;6161572874;
FIRMA HANDLOWO-USŁUGOWA LAPIS;6111340541;
OBSŁUGA TECHNICZNA NIERUCHOMOŚCI;6112289380;
OBSZYWANIE SKÓRĄ I SPRZEDAŻ KIEROWNIC SAMOCHODOWYCH ORAZ TAPICERKI SAMOCHODOWEJ;6141002872;
OBWOŹNY HANDEL DETALICZNY;6111077954;
FLY MASTERS;6111787070;
OCHRONA MIENIA USŁUGI PORZĄDKOWO-OCHRONNE DOZOROWANIE I SPRZĄTANIE OBIEKTÓW;6111075990;
ODNOVA GABINET KOSMETOLOGI & SPA;6112237957;
DACH-BUD;6111801893;
USŁUGI OGÓLNOBUDOWLANE;6111147011;
ODYSEJA KUCHENNA;6111131398;
OFERTA;6110004806;
OFFICE-CONSULT;6112203958;
OFI;7411548163;
AGENT UBEZPIECZENIOWY;6111336261;
OGRODY I TERENY ZIELONE;5532013247;
OGRODY JOANNY;6111052865;
OI;6112349403;
OKNA INDEX;6112245885;
OLA NAILS - STYLIZACJA PAZNOKCI;6112810598;
OL-CAR;6111565613;
PRZEDSIĘBIORSTWO BUDOWLANO-USŁUGOWE;6110152470;
FIRMA HANDLOWA;6111128172;
AKORD;6111117412;
OLEX;6111478222;
OLINEK;6111172351;
OLINEK-FIRMA USŁUGOWA-HANDLOWA;6112217558;
Music&More;6112838384;
A-Z;6111741642;
OmniTax Doradztwo Podatkowe;6112210102;
FIRMA HANDLOWO-USŁUGOWA ETOP;6111545071;
OPEN FOTO;6111121419;
Opieka nad dziećmi;6112831117;
OPIEKA POŁOŻNICZA POŁOŻNEJ ŚRODOWISKOWO-RODZINNEJ;6111265377;
OPLONTI POLAND;6112734495;
OPTIMA NIERUCHOMOŚCI;6111197546;
Optimal Druk;6442847334;
OPTO - LAN;5562381889;
OPTYK SZTUKA WIDZENIA;6112173832;
OPTYKA;6111039161;
OPTYKA OKULAROWA -;6112386025;
Optyka Okularowa Przemysław Mazurkiewicz P&J Mazurkiewicz;6111899478;
PERFECT PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE;6111738858;
STUDIO DEKORACJI WNĘTRZ ORGANZA;6112400110;
FIRMA HANDLOWO-USŁUGOWO-PRODUKCYJNA;6111014126;
LENArt;6112227870;
MIRPOL;6111417858;
OSK MAŁGORZATA SZ.;6111370677;
Trener Personalny;6112828894;
SOFTWARE;6112738576;
FIRMA HANDLOWO-USŁUGOWA OSTAPIUK;6112201899;
PRZEDSIĘBIORSTWO HANDLOWE ARTEX;6111096182;
Indywidualna Praktyka Lekarska;8982051692;
MIGRA PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE IMPORT-EKSPORT;6111729262;
OŚRODEK KSZTAŁCENIA KURSOWEGO ALICJA;6111484234;
OŚRODEK KSZTAŁCENIA USTAWICZNEGO DLA POTRZEB RYNKU PRACY AMICUS;6151458817;
OŚRODEK SZKOLENIA KIEROWCÓW ELKA;6111199261;
OŚRODEK SZKOLENIA KIEROWCÓW EVO;6112591334;
OŚRODEK SZKOLENIA KIEROWCÓW SUCHECCY;6111118653;
OŚRODEK SZKOLENIA KIEROWCÓW NAUKA JAZDY;6111115577;
OŚRODEK SZKOLENIA KIEROWCÓW RADAR;6111278612;
Ośrodek Szkolenia Kierowców Szkoła Jazdy WÓJTOWICZ -;6112406578;
OŚRODEK TERAPEUTYCZNO EDUKACYJNY;6111638329;
Ośrodek Wczasowy Czarski;6110100817;
OYO! SYSTEMY ZABEZPIECZAJĄCE;8861328226;
P.B.U REDBUD;8491391562;
P.B.U. EKOPOL;6112219586;
P.E.S. -;6111207753;
P.H RASZ;6112459020;
P.H. ART-SAT Salon Sprzedaży;6111037400;
P.H.U FACHMAL;6112616703;
P.H.U MIRADA;9211345640;
P.H.U PETRA;6111502452;
P.H.U PROFIL;6111115979;
P.H.U WALDMIX;6111098318;
P.H.U. - Pośrednictwo Finansowe KSARA;6111986378;
P.H.U. ALBATROS;6110002954;
P.H.U. ASTER;6141158752;
P.H.U. Consus Firma Doradczo - Szkoleniowa;6111581598;
P.H.U. DM PLUS;6111273543;
P.H.U. ELVIS;6562103257;
P.H.U. INSPIKO;6111390800;
P.H.U. KONSTA;6112259120;
P.H.U. GASTROLINE;6112220075;
P.H.U. GRABCIA;6112176345;
P.H.U. ICON;6112630028;
P.H.U. KWIACIARNIA Gratka;6111431717;
P.H.U. RAFLEX;6112260749;
P.H.U. SALON FRYZJERSKI -;6111863954;
P.P.H.U;6112442203;
P.P.H.U TURYSTYKA;5881543498;
P.P.H.U. AMAR;6111006210;
P.P.H.U. ATENA;6111772878;
P.P.H.U. BODEX;6111177986;
P.P.H.U. LEW;7540333967;
P.P.H.U. PEPOL;6112570208;
P.P.H.U. TRAKT;6111898800;
P.P.H.U. WIOLA-CAR;6112734839;
P.P.H.U. Arkanmet;6112480675;
P.P.H.U. CIEPIELA;6112533503;
P.P.H.U.;6111073784;
P.P.H.U. PROMET;6110008750;
P.P.U.H. SANECO;9372359914;
P.U. MONA;6111372914;
P.U.P.H. ELEKTROIMPEX;6111865060;
P.W. AS;6112650597;
P.W. EDURAMA;6111366397;
PABLO;6111789063;
FIRMA HANDLOWO-USŁUGOWA;6111666596;
PACE POLAND;6111395654;
PACIOREK FIRMA USŁUGOWA;6111127511;
Paggo;8982223555;
TAXI Nr 201;6111029398;
PAKMAL;6111085617;
MP II;6111098465;
DZIAŁALNOŚĆ ZAWIESZONA;6112286507;
FIRMA HANDLOWA;6111106880;
PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE;6112179415;
EMS;6112116722;
Pamarant - Pracownia Artystyczna;6112669131;
PAN PIKUŚ;5552099039;
Pani Mani Manicure;6112664151;
PAPIERNIA Artykuły Szkolne i Biurowe;6111623374;
TAXI OSOBOWE Nr 152;6111044222;
PARINAMA;6112470978;
Partner;6112392379;
PARTNER-CATERING;6112483030;
Pasją Malowane;9910263652;
INWESTPROJEKT;6111115815;
GABINET REUMATOLOGICZNY LEKARZ MED.;6141126976;
CAFFE PATI;6112173826;
USŁUGI OGÓLNOBUDOWLANE;6161559626;
ZAMWEL;6112768353;
SPRAWNY SZKRAB Fizjoterapia dzieci i niemowląt;6112763953;
FRYZJER MĘSKI;8831830122;
FIRMA PRODUKCYJNO-HANDLOWO-USŁUGOWA;6112210071;
E.S.A.;6112300756;
FINANSE;6112658819;
ZAKŁAD USŁUG KOMPUTEROWYCH DOTCOM;6112386290;
PAWTECH;6112113959;
wykończenia wnętrz;6112732473;
Outletjga;6112675918;
Druknij Ścianę;6131559320;
Przedsiębiorstwo Usługowe;8733144420;
- usługi szkoleniowe i terapeutyczne;6112219882;
Usługi Transportowe;5783052405;
INDYWIDUALNA SPECJALISTYCZNA PRAKTYKA LEKARSKA;6111053534;
PRACOWNIA PROTETYCZNA;6111073270;
USŁUGI BUDOWLANE I UBEZPIECZENIA ALINA;6111503517;
LPTer-1 Usługi Informatyczne;6111117872;
SP GROUP;6110050114;
Pazurkove Love;6112597236;
DANPOL;6110103170;
PBSOFT USŁUGI KOMPUTEROWE;6111080933;
PBT;6112471245;
PD DIETETYKA PORADNIA DIETETYCZNA;9721188932;
PEDIATRYCZNA PRAKTYKA LEKARSKA;6111009898;
AMP;6112137144;
PENSJONAT VERONA;6112607905;
PENSJONAT WILLA TOSKA -;6112725941;
PERFECT HARMONY;8842505093;
PERFECT LOOK;8821922868;
PERIO;6921727697;
ROBOTY BUDOWLANE;9570828723;
BLUE COOK;6112522586;
EURO-CAR AUTO HANDEL;6111006434;
PRZEDSIĘBIORSTWO LECZNICZE NZOZ SOBIESZÓW;6111046824;
FIRMA HANDLOWO-USŁUGOWA ADAM;6111653174;
PH ANDRZEJ KOMOROWSKI MILA-TRENDY;6111257113;
PHOENIX TEAM;8992418846;
PHU ANASTAZJA;6111640088;
PHU AS;6111018791;
PHU WIKPOL;6111054479;
PHU;6112176457;
PHU;8971191886;
PHU APD ZABUDOWY ŚMIETNIKOWE;6112389087;
PHU ARMAG;6111818445;
PHU AZ;6111485452;
PHU BioTech;6112624418;
PHU BRONTO;6112293536;
PHU DRAGON SYSTEM;6112261619;
PHU EDK;6110151559;
PHU;7151357086;
PHU;6111721059;
PHU GAMA;6111321785;
PHU GLOBAL;6111486411;
PHU JULIUSZ;6112409878;
PHU JUREX;6111519122;
PHU KLAREN;6111229186;
PHU LECH-PLAST;6111562193;
PHU;6111050688;
PHU;6112609005;
PHU MIKROLAND BIURO RACHUNKOWE;6111108726;
PHU NATIGO;6151467443;
PHU;6112586103;
PHU PROFESIONAL JG;6112722428;
PHU TERMOHEAT;6482042921;
PHU WIDO BIS;6110106748;
PHU ZOFRA;6112676332;
PHU-POŚREDNICTWO FINANSOWE KSARA;6111898160;
Physio Face Fizjoterapia;6121841351;
PHYSIO HOUSE SOKOLIK;6111730638;
M i T BIURO USŁUGOWO-HANDLOWE;6111005179;
PIECZĄTKI I MAŁA POLIGRAFIA;6111866875;
PIEKARNIA;6111332895;
PIEKARSTWO DARIUSZ ZWIERZANSKI,JOANNA FEDOROWICZ S.C.;6111730986;
Pielęgniarka;6161389087;
PIELĘGNIARKA ŚRODOWISKOWA-RODZINNA;6111146282;
PIELĘGNIARKA ŚRODOWISKOWO-RODZINNA;6111217148;
PIELĘGNIARKA ŚRODOWISKOWO-RODZINNA;6111127095;
PIELĘGNIARSTWO ŚRODOWISKOWE W MIEJSCU NAUCZANIA I WYCHOWANIA PHU SOKÓŁ;6110111152;
PRO-DESK;6111010045;
PABLOS;6111475494;
ADALBERTUS AGENCJA HANDLOWO-USŁUGOWA;6111439707;
PIELMEX;6111110143;
FIRMA HANDLOWO-USŁUGOWA PLUS BIURO RACHUNKOWE - DORADCA PODATKOWY;6111002815;
Piękniejsza Ty paznokcie u Karoliny;9131626265;
PIĘKNY WŁOS;6112136268;
PIK;6112555315;
PilaArt STUDIO;6112640481;
FIRMA BUDOWLANA PIŁA;6112392480;
CENTRUM EDUKACJI DARPIN;6111073577;
PIOKO;6112828411;
FAIR PRICE;6112311234;
OBRÓBKA SKRAWANIEM;6112692905;
PITSTOP;6112504476;
PO-MOC;6941063585;
USŁUGI OGÓLNOPRODUKCYJNE;6222581101;
PRZEDSIĘBIORSTWO USŁUGOWO-HANDLOWE ACTIV-ART;6781709669;
Design;6112630838;
Buduj&Remontuj;6112709505;
PaPi Cook & Art;6112812338;
USŁUGI BUDOWLANE;6111512864;
Pipeproject;7532293590;
PIREN FIRMA HANDLOWO-USŁUGOWA;6111456686;
LECH - POL;;
PitStop 714;6112826010;
DARPOL PRZEDSIĘBIORSTWO HANDLOWE;6112435077;
PixMotion Studio;6112633274;
PIZZA KING;6111194364;
PJR PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE;6111649327;
PLAKATOWANIE MIASTA;6111257716;
PLANT-POWER,;6112576702;
Plastic Paddy;6112531585;
PLAST-MET Jelenia Góra;9880184102;
F.H.U PIO - MIX;6111338231;
TERMAR;6111062042;
MONIKA PLUCIŃSKA P.H.U OPONEX;6112534230;
BUDIMAX;6111806672;
HIT;6111449195;
ZAKŁAD TAPICERSKI;6111043866;
MATEX;6111607725;
KOLIBER ZAKŁAD USŁUG OGÓLNOBUDOWLANYCH;;
HANDEL OBWOŹNY ART. PRZEMYSŁOWYMI;6111584125;
EM-TRANS IMPORT-EXPORT, HANDEL, USŁUGI;6111001098;
FIRMA USŁUGOWO-REMONTOWA PANDA;6112145391;
PŁYTKAREK;6111231591;
PM Food Solution;8861626900;
PM;6112763166;
FIRMA HANDLOWO-USŁUGOWA;6111399988;
PODO-CARE;6112594634;
POD ZŁOTYM ŁUKIEM;6112470205;
POGOTOWIE KANALIZACYJNE KANAŁ - NOWAK;6111482991;
POGOTOWIE OPIEKUŃCZE N/OSOBAMI STARSZYMI I DZIEĆMI;6921052035;
Pogotowie Serwisowe;7142007607;
POINT;6112810546;
POKKER OFFICE, PROKOM;6110153877;
POKOJE GOŚCINNE DOLINA NADZIEI;6111840901;
POKOJE GOŚCINNE U KUBY;6711623885;
POL SV LINES;6112786322;
BLOOD MASTER BUD;6112606047;
POLARNIK FIRMA USŁUGOWO-HANDLOWA;6111004932;
POLBRIX;6111827680;
POLEX;6111051512;
POLI-PACK;6111015887;
POL-NATURA;6112558710;
FIRMA PROMOCYJNO-USŁUGOWO-HANDLOWA POL-MAR;9880106964;
JAX - POL;6111866444;
POMALOVANE BY;6112813303;
DAVINET;8821910285;
GABINET GINEKOLOGICZNO-POŁOŻNICZY-SEKSUOLOGICZNY;6111025986;
CENTRUM POMOCY DROGOWEJ;6111026342;
FIRMA HANDLOWA KOZIOROŻEC;6112290408;
FIRMA HANDLOWA;6111227460;
Posadzki betonowe;6111215497;
ZAKŁAD FRYZJERSKI DAMSKO-MĘSKI ADA;6111046913;
POŚREDNICTWO FINANSOWE I UBEZPIECZENIOWE;6110111318;
POŚREDNICTWO UBEZPIECZENIOWE;9580018693;
POŚREDNICTWO UBEZPIECZENIOWE I FINANSOWE;6921430738;
POŚREDNICTWO UBEZPIECZENIOWE;6112389489;
POŚREDNICTWO UBEZPIECZENIOWE;6111446529;
POŚREDNICTWO UBEZPIECZENIOWE;6111714651;
POWER & BODY BUILDING;6112805545;
Power Energy Poland;6111779886;
TADEO;6111405364;
PP CONSULTING;6112737789;
PPH KWARC;6111772915;
PPHU AL-MAR;6111383585;
PPHU AT KONCEPT;6111649468;
PPHU FAKTORIA;6111522638;
PPHU GRAFIT;6111273218;
PPHU KONEX-BUD;6111364671;
PPHU RIPOSTA;6111004582;
PPHU AVENA OIL;6112754581;
PPHU EM - GRAF;6110050427;
PPHU GIM;6111242614;
PPHU;6111242353;
PPHU RO-BUD;6112220253;
PPHU SPEC-BUD;6112157431;
PPHU VERGIA;8971005576;
PPHU VERSEY;6111245334;
PPHU WieJak Auto;6111661222;
PPHU;6110113286;
PPUH OGRÓD;6111449812;
PR KANCELARIA -;6111713396;
PRACE REMONTOWO-BUDOWLANE I INSTALACJE;6111424077;
Pracownia FryzjerENKA;6112632458;
PRACOWNIA 86;6112692006;
PRACOWNIA A3;6112158726;
PRACOWNIA;6141276049;
PRACOWNIA FLORYSTYCZNA BOTANICA;6112354479;
PRACOWNIA FLORYSTYKI FLOWERDECOR;6112413124;
PRACOWNIA FRYZJERSKA K&K -;6111031691;
Pracownia Fryzur;6111590640;
PRACOWNIA ORTOPEDYCZNA ORTO-MEDICUS;6111174835;
PRACOWNIA PIĘKNA;6941666473;
PRACOWNIA PROJEKTOWA FORMAT;6112171939;
PRACOWNIA PROJEKTOWA INŻYNIERII SANITARNEJ I GAZOWNICTWA SANGAZ;6111019394;
PRACOWNIA PROJEKTOWA JF-Projekt;6111899248;
PRACOWNIA PROJEKTOWA PLAN;6112104848;
PRACOWNIA PROTETYCZNA;6111759429;
PRACOWNIA PROTETYCZNA;6111034873;
PRACOWNIA PROTETYCZNA;6111756939;
PRACOWNIA PROTETYCZNA PROTEZOWNIA.PL;6131485225;
PRACOWNIA PROTETYCZNA;6111036949;
PRACOWNIA PROTETYKI DENTYSTYCZNEJ;6111036470;
PRACOWNIA PROTETYKI DENTYSTYCZNEJ;6111324625;
PRACOWNIA PSYCHOTERAPII i NEUROTERAPII EEG BIOFEEDBACK;9151590091;
PRACOWNIA PSYCHOTERAPII I ROZWOJU OSOBISTEGO;6391720350;
PRACOWNIA ROZWOJU I EDUKACJI;6111568681;
Pracownia Rozwoju Osobistego -;6111422747;
PRACOWNIA ROZWOJU OSOBISTEGO;6112324320;
Pracownia stolarska;6111181982;
PRACOWNIA ŚWIĘTEGO MIKOŁAJA;6112475645;
Pracownia techniki dentystycznej;6112296517;
PRACOWNIA TECHNIKI DENTYSTYCZNEJ;6112308976;
Pracownia terapii i rozwoju;7531687140;
PRACOWNIA WSPIERANIA PROCESÓW PROJEKTOWYCH FLESH -;6111357814;
PRAKTYKA LEKARSKA;6111455936;
PRAKTYKA LEKARSKA lek.med.specjalista chirurg;6111362092;
PRAKTYKA LEKARSKA;6111524258;
PRAKTYKA LEKARSKA;6112527514;
Praktyka Lekarska;6111593124;
Praktyka Lekarska;6112825890;
Praktyka Lekarska Lek.Med.;6111668980;
PRAKTYKA LEKARSKA;6951394510;
PRAKTYKA LEKARSKA;9490186139;
Praktyka lekarska;6112526791;
PRAKTYKA LEKARSKA;8982039857;
PRAKTYKA LEKARSKA TOMASZ BROWARSKI DERMATOLOG;6111099074;
PRAKTYKA OKULISTYCZNA CZTERY PORY WZROKU lek. med.;6131476893;
PRAKTYKA PIELĘGNIARSKA;6111772890;
PRAKTYKA PIELĘGNIARSKA;6111406429;
Praktyka Pielęgniarska;6111314489;
PRAKTYKA PIELĘGNIARSKA;6111529250;
Praktyka psychologiczno - psychoterapeutyczna;6941556313;
PRAKTYKA WETERYNARYJNA;6112763462;
Pralnia Bryza;6111047551;
PRANIE WODNE;6111028281;
Prema;9551634455;
PREMIUM;6112289084;
PRESSTIGE ADMINISTRACJA BIUROWA;6112637668;
Prestige Studio;6112815443;
PRIMA FARM;6111757695;
PRO - ALERT;6112495286;
Pro Montes;6111501487;
PRO-ALERT;6112715173;
PRO-BUD;6112124377;
PRO-BUD;6112277276;
PRO-DENT;6111138466;
Profesjonalne Wyburzenia;6931984007;
PROFI-MONT;6112530580;
PROFITO;6112470458;
Progres;8842416490;
PROGRES;6111172316;
PROINST mgr inż.;6111120360;
PROJEKT DESIGN;6112647885;
PROJEKT F;6112652159;
PROJEKTIG;6112546090;
PROJEKTOWANIE, KOSZTORYSOWANIE ORAZ NADZÓR W ZAKRESIE ROBÓT DROGOWYCH;6111159422;
PROMOT;6161537458;
PROTERM;8982009164;
PRO-UP;6112278092;
TAPS;6111259483;
PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE IGLAK;6112327436;
PRYWATNA PRAKTYKA INTERNISTYCZNO-KARDIOLOGICZNA;6111031662;
PRYWATNA PRAKTYKA LEKARSKA AWIR;7122447740;
PRYWATNA PRAKTYKA LEKARSKA;6972136233;
PRYWATNA PRAKTYKA LEKARSKA;6951206572;
PRYWATNA PRAKTYKA LEKARSKA GABINET OKULISTYCZNY;6111199427;
PRYWATNA PRAKTYKA LEKARSKA;6111079982;
PRYWATNA PRAKTYKA LEKARSKA;6111797298;
PRYWATNA PRAKTYKA LEKARSKA;6111798719;
Prywatna Praktyka Lekarska;6112816365;
PRYWATNA PRAKTYKA LEKARSKA;8991615160;
PRYWATNA PRAKTYKA LEKARSKA lek.med.;6112128932;
PRYWATNA PRAKTYKA LEKARSKA LEK.MED.;6111627478;
Prywatna Praktyka Lekarska;6112507055;
PRYWATNA PRAKTYKA LEKARSKA, SPECJALISTA CHORÓB OCZU;6112211797;
PRYWATNA PRAKTYKA PIELĘGNIARSKA;6112170354;
PRYWATNA PRAKTYKA PIELĘGNIARSKA;6111773607;
PRYWATNA PRAKTYKA PSYCHOLOGICZNA;6112438940;
Prywatny Gabinet Chirurgiczny Piotr Miazga, Hurtownia Materiałów Budowlanych;6111415724;
PRYWATNY GABINET CHIRURGICZNY WIZYTY DOMOWE;6111034531;
PRYWATNY GABINET LEKARSKI MARGARETKA;6111051601;
PRYWATNY GABINET LEKARSKI;6111160945;
PRYWATNY GABINET LEKARSKI;6951130389;
PRYWATNY GABINET LEKARSKI;6111162306;
PRYWATNY GABINET LEKARSKI;6111045262;
PRYWATNY GABINET OKULISTYCZNY dr.;8951678964;
Prywatny Gabinet Okulistyczny lek.med.;6112806987;
PRYWATNY GABINET ORTOPEDYCZNY;6111046646;
PRYWATNY GABINET PSYCHIATRYCZNY;6112146798;
PRYWATNY GABINET PSYCHOLOGICZNY;6112129328;
Prywatny Gabinet Stomalologiczny;6111045859;
PRYWATNY GABINET STOMATOLOGICZNY;5961215655;
PRYWATNY GABINET STOMATOLOGICZNY LEKARZ STOMATOLOG;6111862943;
Prywatny Gabinet Stomatologiczny-;6111024538;
PRZDSIĘBIORSTWO HANDLOWO-USŁUGOWE;6111103189;
Przedsiębiorstwo Medor;6112660124;
